message,label
"đối với một số môn học như toán và tiếng Anh (viết đoạn văn), thời lượng sẽ tăng lên",-1
" Mô hình tốt ...phân bổ điểm bao gồm ca,mt,et,nd, tất cả những điều đó hơi phức tạp",0
Tốt,1
mọi thứ đều ổn.,1
Tốt,1
Có lẽ phần hay nhất của trường đại học là kỳ thi và mô hình của nó.,1
"Tôi chưa bao giờ thấy kiểu kiểm tra này,,,,,,,mẫu rất TỐT",1
" Việc kiểm tra ở đây thật tệ, không biết tại sao tôi lại bị điểm thấp ngay cả khi sai 4 câu. Đáp án đề thi vô lý, hệ thống sai lệch không thuận lợi, đáp án đề thi sai, omr nên up lên",-1
Tốt nhất là,1
Tốt,1
Tốt,1
"Mô hình kiểm tra tốt nhưng có một lỗi sai. Đó là chúng tôi không có phương án thay thế để kiểm tra lỗi mà chúng tôi đã làm hơn nữa, không có câu hỏi nào cũng không được đưa ra để thảo luận. Vì vậy, tôi đề nghị..cung cấp tùy chọn để kiểm tra lỗi trong MCQ các kỳ thi như giữa kỳ.",-1
Tốt,1
Được rồi,1
Tốt,1
xuất sắc,1
thời gian không đủ,-1
Tốt,1
mô hình thi tốt,1
xuất sắc!!!,1
mọi thứ đều tuyệt vời nhưng việc kiểm tra giấy tờ không tốt,0
Chúng tôi không nhận được đáp án và thậm chí cả các câu hỏi cho kỳ thi mcq của mình. Cần có một số cách để chúng tôi có thể kiểm tra lại câu trả lời của mình và biết mình đã mắc phải những lỗi gì.,-1
 Mẫu đề thi rất đẹp nhưng việc kiểm tra giấy chưa tốt chút nào.,0
Tốt,1
Cách thức thi và phân bổ điểm rất tốt nhưng đôi khi vẫn mắc một số lỗi khi kiểm tra bài.,0
Tốt,1
 mẫu đề thi rất hay nhưng nếu bạn đưa đề thi cho học sinh thì rất hữu ích,0
thế tốt hơn rồi,1
Xuất sắc,1
" Hình thức thi Rất tốt, chấm điểm tốt nhưng đôi khi gây thất vọng, kiểm tra bài OK",1
ừ rõ ràng là nó tốt,1
"Mô hình bài thi hoàn toàn khác Toàn bộ bài thi đều mang tính khách quan, phục hồi nền giáo dục ở nước ngoài. Bài đánh giá của tôi là 5/5",1
mọi thứ đã tốt.,1
Mọi thứ đều tốt.,1
 tuyệt vời nhưng quy trình kiểm tra không thể loại trừ vì chúng tôi không nhận ra lỗi của mình trong thời gian giữa kỳ..,0
" Đề thi xuất sắc, việc kiểm tra bài thi ở trường đại học này rất dễ dàng",1
Tôi không thích hệ thống đánh dấu -ve. ngoài ra mọi thứ đều tuyệt vời,0
"Dự kiến trả lại đề thi sau kỳ thi,vì để làm sáng tỏ những nghi ngờ liên quan đến các môn học cụ thể",-1
mô hình kiểm tra là tuyệt vời,1
Tốt,1
" Các kỳ thi được tiến hành trên cơ sở các chương đã được sửa đổi cho đến thời điểm đó, việc phân phối điểm phù hợp, kiểm tra giấy tốt",1
giấy tờ rất cứng và giấy tờ khái niệm chính,0
 Tốt,1
 Không tốt lắm,-1
chỉnh sửa giấy nghiêm ngặt.,-1
siêu nhưng kiểm tra giấy tờ không tốt,0
THỜI GIAN ĐẸP..,1
Có kiểu chấm điểm tiêu cực trong bài thi là tốt nhưng thời gian không đủ để làm hết tất cả các câu hỏi.,0
 MẪU MẪU LÀ TỐT VÀ PHÂN PHỐI DẤU HIỆU CŨNG TỐT VÀ KIỂM TRA GIẤY RẤT CỨNG,1
Hình thức thi tốt và cách phân bổ điểm cũng tốt nhưng việc kiểm tra giấy quá khó,0
 Tất cả đều tốt,1
Hình thức thi tốt. Nhưng thời gian không đủ cho những câu hỏi đó.,0
Mô hình MCQ là cách khá hay và hiệu quả để phát triển học sinh.,1
KIỂM TRA GIẤY RẤT CỨNG CÒN LẠI LÀ TỐT,0
"không đạt yêu cầu, công việc trong phòng thí nghiệm phải bao gồm các công nghệ mới nhất",-1
 Tốt,1
 Công việc trong phòng thí nghiệm được giảng viên thực hiện đúng cách trong phòng thí nghiệm và các đánh giá giúp tìm hiểu thêm kiến thức thực tế chuyên sâu.,1
Tốt,1
công việc thực tế cung cấp kiến thức chi tiết về công việc lý thuyết,1
Đúng,1
Tốt,1
Mọi thứ đang diễn ra tốt đẹp trong phòng thí nghiệm. Học những thứ mới. Điều đó tốt cho chúng tôi,1
Tốt,1
Tốt,1
Phòng thí nghiệm và thực tế không đạt yêu cầu. Chủ đề được thực hành gần như đã được thực hiện trong Btech.,-1
Không đạt mục tiêu,-1
phòng thí nghiệm nâng cao kiến thức thực tế,-1
Đôi khi hệ thống tại các phòng thí nghiệm bị trục trặc. Nếu không thì mọi thứ đều được đặt ở bàn làm việc được tôn trọng của họ.,0
Tốt,1
Tốt,1
Công việc thực tế là công bằng,1
Tốt,1
Học tập thực tế và dễ dàng,1
"Việc đánh giá lại một lần nữa không tốt đối với CA của chúng tôi, vì một trong những giảng viên của chúng tôi thực sự kỳ lạ. Anh ấy đưa ra nhận xét cho chúng tôi dựa trên cách chúng tôi trình bày mọi thứ trước nó, anh ấy không bao giờ tìm kiếm nội dung câu trả lời của chúng tôi, điều này thực sự gây khó chịu. Như anh ấy mong đợi chúng tôi đưa ra câu trả lời theo cách anh ấy muốn chúng tôi làm. Nhưng làm sao một người có thể làm được điều đó, vì mỗi người có tâm lý khác nhau và họ tự giải thích theo cách khác nhau, vì vậy giáo viên phải hiểu phẩm chất đó của một đứa trẻ và nên cho điểm dựa trên những gì trẻ nói chứ không phải những gì trẻ nên nói. .",-1
Tốt.,1
Tốt,1
Tốt,1
 cơ sở hạ tầng tốt và có phần mềm theo xu hướng trong phòng thí nghiệm,1
Tốt,1
Trung bình,0
 3 tiếng thực hành dài quá. Chắc chỉ có 2 tiếng thôi,-1
Tốt,1
Ừ ừ,1
thời gian thực hành phải là 2 giờ,-1
Tốt Cũng phụ thuộc vào kiến thức của giáo viên và sự quan tâm của học sinh,1
Tất cả đều tốt,1
 Trung bình,0
Quá nhiều tệp lanlb hoạt động,-1
Phương pháp đánh giá là gud. Nhưng nội dung thì ghi vào tập tin nhiều hơn,0
xuất sắc,1
nó tốt,1
Tôi nghĩ thực hành điện trị liệu nên kéo dài 2 giờ. Tôi nghĩ thế là đủ. Nghỉ ngơi là được.,0
xuất sắc,1
Thời gian thí nghiệm 3 giờ là rất dài.,-1
Trung bình,0
Tốt,1
Tốt,1
nó tốt,1
nó tốt,1
đánh giá trong phòng thí nghiệm là khá tốt. Họ giúp chúng tôi rất nhiều.,1
có tài liệu tốt trong phòng thí nghiệm.,1
quá nhiều tốt,1
Tốt,1
trung bình,0
thật khó để hiểu thí nghiệm trong 1 giờ,-1
Tốt,1
Tốt,1
Tốt,1
công việc trong phòng thí nghiệm cũng tốt,1
công việc trong phòng thí nghiệm khá tốt,1
hoạt động lab tốt nhưng chưa đạt yêu cầu trong việc giải thích quan điểm.,0
giúp cải thiện kỹ năng,1
công việc trong phòng thí nghiệm là tốt đẹp.,1
các công việc thực hành bao gồm cả đánh giá đều tốt để học sinh có thể tìm hiểu về thực tiễn.,1
phòng thí nghiệm cung cấp cho chúng tôi kiến thức tốt về thực tiễn.,1
Tốt,1
công việc thực tế ở một số phòng thí nghiệm không đạt yêu cầu,-1
phòng thí nghiệm tốt nhưng thí nghiệm không có nhiều thông tin,0
các phòng thí nghiệm không được xây dựng trên thực tế,-1
Tốt,1
công việc thực tế là tốt,1
Tốt,1
siêu,1
Đây là trường tốt nhất ở trường đại học của chúng tôi vì không có trường đại học nào khác coi trọng công việc thực tế.,1
"Đôi khi phòng thí nghiệm hoạt động không tốt, kiến thức thực tế của một số giáo viên kém hơn, mặt khác đánh giá không tốt lắm",-1
Tốt,1
thỏa đáng,1
rất kém. không có thiết bị ở đó,-1
nghèo,-1
rất kém. không có thiết bị ở đó,-1
thực hành và đánh giá trong phòng thí nghiệm dưới mức trung bình và cần nhiều thay đổi và cải tiến,-1
công việc thực hành trong phòng thí nghiệm có thể được cải thiện hơn nữa để có thể đáp ứng các tiêu chuẩn công nghiệp,-1
công việc tuyệt vời,1
Tốt,1
Tốt,1
Tốt,1
rất tốt,1
thật khó để tìm thấy một máy tính làm việc trong phòng thí nghiệm. Học sinh không thể lưu dữ liệu trong một PC duy nhất,-1
Tốt,1
"Không tốt, vì trong phòng thí nghiệm, giáo viên không dạy chúng tôi cách làm việc trên các dự án trực tiếp hoặc cách thực hiện một dự án trực tiếp. Vì vậy, tôi nhận thấy rằng bất cứ điều gì giáo viên dạy chúng ta trong phòng thí nghiệm sẽ không hữu ích cho cuộc sống tương lai của chúng ta.",-1
không tốt..thời gian dành cho phòng thí nghiệm là quá nhiều và giáo trình cũng quá rộng. Chúng tôi không nhận được bản sửa đổi phù hợp,-1
Tốt,1
Tốt,1
Tốt,1
Tốt,1
Tốt,1
thỏa đáng.,1
tôi ghét nó,-1
rất tốt,1
 Công việc thực tế thú vị nhưng các giáo viên khác nhau đánh giá theo cách riêng của họ. Một số giáo viên ở một số phần cho điểm mà không cần thi viva và một số không cho điểm tương ứng.,-1
Tốt,1
Tốt,1
Tốt,1
Tốt,1
Tốt,1
Tốt,1
"theo đánh giá của phòng thí nghiệm, chúng tôi hài lòng với nó",1
Tốt,1
phòng thí nghiệm và công việc thực tế đều tốt,1
Tốt,1
không tốt lắm ... phải được cải thiện.,-1
Tốt,1
rất tốt,1
xấu,-1
Tốt,1
Tốt,1
"Với sự trợ giúp của các bài thực hành, học sinh có thể hiểu được tất cả các khái niệm. Điều đó cũng tốt.",1
TỐT,1
rất tốt,1
Tốt,1
LAB RẤT TỐT,1
Tốt,1
không tốt...... phải cải thiện,-1
Đánh giá trong phòng thí nghiệm là tốt.,1
nó tốt nhưng nó có thể được cải thiện,0
 hầu hết giáo viên thậm chí không bận tâm đến phần thực hành của học sinh. Họ cho điểm chỉ bằng cách nhìn mặt hoặc những thứ tương tự.,-1
 tốt nhưng điểm không được cho đúng,-1
Tốt,1
Xuất sắc,1
 thực hành tốt nhưng đánh giá thì không vì họ không dành đủ thời gian để làm việc,0
Chúng được tiến hành theo cách thích hợp.,1
Giáo viên có nhiệm vụ cho học sinh biết cách sử dụng thực tế của các dụng cụ được sử dụng trong phòng thí nghiệm.,0
xuất sắc ...họ làm việc chăm chỉ..cách giảng dạy của họ cũng khá tốt,1
"trung bình 3,5/5",0
Tốt,1
" Trong phòng thí nghiệm, giảng viên phải tương tác với từng sinh viên để nâng cao kiến thức, bằng mọi cách trước khi giao bài phải giải thích về thí nghiệm một lần để chúng ta biết cách thực hiện và đề phòng khi làm. ......",0
Tốt,1
Được rồi,1
tốt rồi.,1
Tốt,1
Cần có thêm nhiều phòng thí nghiệm/phòng thực hành để nâng cao kiến thức thực tế.,-1
 Ở đây chúng tôi có thể tự mình làm mọi việc với sự hỗ trợ quý báu của bạn,1
khá tốt,1
Rất tốt,1
Tốt,1
Tốt,1
Phòng thí nghiệm không có đủ trang thiết bị thí nghiệm và các thiết bị sẵn có cũng không hoàn hảo.,-1
Tốt,1
Tốt,1
Tốt,1
siêu,1
Nghiên cứu trong phòng thí nghiệm thì tốt nhưng các dụng cụ trong phòng thí nghiệm không hoạt động bình thường,0
rất tệ,1
Tốt,1
Tốt,1
"phòng thí nghiệm rất thú vị, thật hữu ích khi biết kiến thức",1
"Theo tôi, sinh viên làm bài thí nghiệm chỉ để lấy điểm.",-1
công việc thực hành trong phòng thí nghiệm giúp chúng ta học mọi thứ một cách đúng đắn và việc đánh giá cũng rất cần thiết vì nó giúp chúng ta ghi nhớ các khái niệm,1
Tốt,1
Công việc trong phòng thí nghiệm hoặc thực tế là xuất sắc và bao gồm cả các đánh giá.,1
Tốt,1
phòng thí nghiệm rất hữu ích,1
trong phòng thí nghiệm họ cũng đang thể hiện sự ngang hàng,-1
Tốt,1
Đánh giá trong phòng thí nghiệm rất nghiêm ngặt,-1
Tốt,1
 việc đánh giá trong phòng thí nghiệm rất nghiêm ngặt,-1
phòng thí nghiệm n thực hành là tốt.,1
thực tế khá tốt.,1
Tốt,1
 Có những đánh giá tốt trong phòng thí nghiệm về thực hành,1
Rất tốt,1
Nó tốt,1
phòng thí nghiệm và các công việc thực tế đều tốt..với một chút hạn chế của giảng viên trong việc kết nối phòng thí nghiệm thực tế với thế giới bên ngoài..,0
Tôi thích nó rất nhiều,1
" Phòng thí nghiệm rất tốt, Giáo sư giải thích mọi thứ trước khi phòng thí nghiệm bắt đầu và Trợ lý Phòng thí nghiệm sẽ giúp chúng tôi trong quá trình thí nghiệm",1
họ đánh giá điểm một cách rất nghiêm ngặt,-1
Đủ tốt,1
rất tốt,1
tốt..đủ rồi,1
phòng thí nghiệm rất thú vị và hữu ích để cung cấp kiến thức,1
KHÔNG TỐT ...,-1
Phòng thí nghiệm giúp biết công việc được thực hiện như thế nào. Nó nghĩ cho tôi một bài học hay.,1
NÓ TỐT,1
tất cả các phòng thí nghiệm và thực tế đang diễn ra tốt đẹp,1
không tệ,1
Các phòng thí nghiệm đã đạt đến mức tối đa.,1
 Phòng thí nghiệm của chúng tôi không có tất cả các cơ sở.,-1
MỌI CÔNG VIỆC THỰC HÀNH LÀ TỐT,1
Cơ sở thư viện tốt nhưng số lượng sách ít,0
 Không tốt,-1
Cơ sở vật chất của thư viện rất tuyệt vời về mặt kỹ thuật tốt được sử dụng ở đó.,1
"Đó là điều tuyệt vời nhất tôi từng thấy ở trường đại học này, mặc dù cách cư xử của nhân viên thư viện đôi khi thiếu chuyên nghiệp. Họ thô lỗ một cách kỳ quái.",0
thư viện có bộ sưu tập sách khổng lồ của các tác giả khác nhau,1
Đúng,1
Làm việc chăm chỉ,1
 Tôi hài lòng với cơ sở vật chất nhưng ít sách bị hạn chế về phân phối cơ sở dữ liệu,0
Nó yêu cầu một số quy tắc tự do,-1
Nó yêu cầu một số quy tắc tự do,-1
Tốt,1
Tốt,1
cơ sở thư viện tốt,1
 Cơ sở thư viện rất tốt. Không vấn đề,1
Làm việc chăm chỉ,1
Tốt,1
Xuất sắc,1
Tốt,1
Tốt,1
"Một lần nữa, một số khoa không biết cách cư xử, nếu không thì tốt.",0
Hạ xuống.,1
Tốt,1
Tốt,1
thư viện được quản lý rất tốt và cung cấp các tiện ích cần thiết cho chúng tôi,1
Nó yêu cầu một số quy tắc tự do,-1
Họ đang làm việc ở đó rất tốt,1
Vâng... tất cả các cuốn sách không có sẵn. Nếu ở thư viện thì số lượng sách ít và sức học của học sinh nhiều.,-1
Tốt,1
tất cả các cuốn sách không có sẵn,-1
hệ thống trong thư viện thường không hoạt động. vì vậy nó tạo ra một vấn đề cho chúng tôi khi phát hành cuốn sách,-1
Đôi khi chỉ có sách cho một số môn học và được bảo lưu,-1
Nó rất hữu ích,1
"Không khí tuyệt vời, yên bình, thư giãn",1
Tất cả các cuốn sách không có sẵn,-1
Tôi nghĩ số lượng sách theo học sinh là rất ít. Chỉ có 2-3 cuốn.,-1
Tốt,1
Tốt đấy,1
 Tôi nghĩ lượng hàng tồn kho không đủ nên cần thêm sách.,-1
Tốt,1
 rất hợp tác,1
Đẹp,1
Tốt,1
Đạt yêu cầu,1
 Khỏe,1
Khỏe,1
cơ sở thư viện được cung cấp là tuyệt vời,1
cơ sở vật chất tốt,1
trung bình,0
tốt hơn,1
xuất sắc,1
Tốt,1
Tốt,1
một số cuốn sách không có sẵn Vì vậy vui lòng cung cấp,-1
ở đó đang làm công việc tốt,1
tất cả đều chăm chỉ và đúng giờ,1
Xuất sắc,1
thư viện thật tuyệt vời và phong phú,1
họ tốt,1
cơ sở thư viện tốt,1
Cơ sở thư viện rất tốt cho sinh viên.,1
cơ sở thư viện rất tốt. Phải tăng thời gian phát hành sách,1
Tốt,1
cần cung cấp thêm sách và tăng thời gian phát hành,-1
cơ sở thư viện rất tốt. Phải tăng thời gian phát hành sách,1
chưa bao giờ đến đó,0
họ tốt,1
thời gian phát hành sách nên tăng thêm 2 tuần,-1
Tốt,1
xuất sắc,1
"Thực sự thư viện của chúng tôi cung cấp cơ sở vật chất rất tốt cho học sinh và giáo viên nhưng hệ thống tốt chưa tốt, nó đã trực tiếp tăng lên tới 10. Đây không phải là một điều tốt.",0
Thiết kế tốt và phù hợp của nó,1
Tốt,1
Xuất sắc,1
Tốt,1
trung bình,0
trung bình,1
thư viện chứa tất cả các cuốn sách liên quan đến các khóa học và các tài liệu khác và nhân viên thư viện rất hợp tác,1
tất cả các cuốn sách đều có sẵn và có thể truy cập dễ dàng và giới hạn số lượng sách được phát hành cần phải được tăng lên,1
Tất cả đều tốt,1
Tốt,1
cơ sở thư viện là tốt. Mỗi cuốn sách đều có sẵn trong thư viện,1
Tốt,1
cơ sở thư viện rất tốt. Phải tăng thời gian phát hành sách,1
"Theo thư viện, rất ít sách không có và trong thư viện máy tính hầu như không có 5 PC hoạt động.",-1
Tốt,1
Xuất sắc,1
sách ít hơn,-1
Tốt,1
Xuất sắc,1
xuất sắc,1
Tốt,1
Tốt,1
Tốt.,1
tôi thích nó,1
 tôi nghĩ thư viện chỉ dành cho người ở trọ,-1
Năng lực của thư viện còn ít so với quy mô của trường đại học.,-1
thư viện đã cung cấp cơ sở vật chất tuyệt vời,1
Nó sẽ cung cấp cho chúng ta nhiều cuốn sách khác nhau để nâng cao kiến thức hoặc hiểu khái niệm này vì nó tốt,1
Tốt,1
Tốt,1
Tốt,1
Tốt,1
thời gian cấp sách từ thư viện nên thay đổi từ 1 tuần thành 2 tuần sẽ rất tuyệt.,-1
"Hoàn toàn ổn, tất cả các cuốn sách đều ở đó nhưng vấn đề là thời gian rất ngắn nên chúng tôi phải trả lại cuốn sách mà chúng tôi đã phát hành rất nhanh",-1
 tôi không nghĩ về,0
rất tốt,1
rất tốt.,1
Tốt,1
rất tốt,1
Tốt,1
Tốt,1
Tốt,1
Thật xuất sắc.,1
TỐT,1
 Tốt,1
Cơ sở thư viện cần được cải thiện bằng cách mang thêm một số sách,-1
TUYỆT VỜI,1
xuất sắc,1
 Tốt,1
Cơ sở thư viện là thế mạnh của trường đại học này. Nó thật tuyệt vời.,1
Tốt,1
 Hầu hết mọi cuốn sách đều có. Nhưng thời hạn lưu giữ cuốn sách quá ngắn.,0
"lãng phí, thư viện không phải là nơi tốt để học",-1
Tốt,1
Tốt,1
Nó tốt nhưng chúng tôi không tìm thấy sách vì số lượng sách của chúng ít hơn nhiều,0
hoàn hảo,1
Họ tốt.,1
xuất sắc,1
nó rất hay và thời gian của thư viện rất tốt 5/5,1
xuất sắc,1
"tốt nhưng cần có nhiều sách về các chủ đề chung về xã hội, chính trị, gk,... ngoài những chủ đề liên quan để chúng ta có được một số kiến thức về các vấn đề liên quan đến đất nước............. ...",0
Tốt,1
Tốt,1
"Sách đông hơn rất nhiều so với số lượng sinh viên, đây là vấn đề duy nhất với thư viện.",0
Tốt,1
 Không đủ sách,-1
"Tôi không còn lời nào để nói về cơ sở vật chất thư viện của chúng tôi,,,,,,, ĐƠN GIẢN TUYỆT VỜI",1
tốt nhưng thời gian phải là 24 giờ,0
không đủ sách,-1
" Cơ sở thư viện rất tốt nhưng có vấn đề về sưu tập sách, Sách có sẵn rất ít cho một số môn học",0
Tốt,1
đủ tốt.,1
Tốt,1
xử lý thô bạo,-1
sách không có sẵn,-1
cơ sở thư viện là tuyệt vời,1
Xử lý rất thô bạo,-1
Tốt,1
cơ sở vật chất thư viện tốt,1
vâng khá tốt nhưng ... một số cuốn sách không có sẵn,0
cơ sở thư viện tốt,1
Tốt,1
cơ sở thư viện tốt,1
siêu,1
"Cơ sở vật chất của thư viện tốt, ở đó có sự im lặng và tạo môi trường học tập tốt nhưng đôi khi nó rất nghiêm ngặt, theo tôi thì không bắt buộc.",1
không chắc chắn,0
Tôi thích đọc sách ở Thư viện,1
tôi cảm thấy tốt hơn vì không có vấn đề gì với cơ sở vật chất của thư viện,1
Trung bình,0
Xuất sắc nhưng đôi khi thiếu sách nhất là trong thời gian thi,0
libary đang mang lại cho chúng tôi rất nhiều nhưng chúng tôi không nhận được nó,0
xuất sắc,1
"Tôi chưa bao giờ đến thư viện ở lpu.so, tôi không biết về điều đó.",0
Tôi không biết vì đến tận bây giờ tôi mới đến thư viện.,0
cơ sở vật chất tốt để đáp ứng nhu cầu của một người,1
Tốt,1
Sách giáo khoa bắt buộc không có sẵn cho mọi học sinh,-1
nó tốt,1
cơ sở vật chất thư viện rất tuyệt vời...nhưng chỉ có số lượng sách hạn chế ..vì vậy số lượng sách cần được tăng lên.,0
 Tốt,1
Thư viện không đủ số lượng sách cho học sinh,-1
rất tốt ở đó chúng ta có thể tìm thấy một số sách giáo khoa và chúng ta cũng có thể tìm thấy một số sách tham khảo...,1
 Thư viện rất rộng lớn và có nhiều loại sách Nhưng tôi nghĩ nên cung cấp nhiều bản sao mẫu hơn,0
Tốt,1
 khỏe,1
Tốt,1
RẤT TUYỆT VỜI.... NHƯNG SÁCH KHÔNG CÓ SẴN MỌI LÚC NÀO,0
Họ tốt.,1
NÓ CŨNG TỐT,1
 Tốt,1
Cơ sở vật chất của thư viện không tốt. Họ không tuân thủ nội quy (họ sử dụng điện thoại trong thư viện).,-1
Họ tốt,1
Chúng tôi có một thư viện tốt với tất cả các cơ sở.,1
 HỌ KHÔNG CÓ VẤN ĐỀ VỚI HỌ,-1
các hoạt động ngoại khóa rất xuất sắc và cung cấp nền tảng tốt nhất cho sinh viên.,1
 Tốt,1
Các hoạt động ngoại khóa cũng giúp học sinh chuyển hướng tâm trí khỏi việc học trong một thời gian. Trường đại học đóng vai trò quan trọng trong nhiệm vụ này.,1
"Hoàn toàn lãng phí thời gian. Một lần nữa, ý kiến này hoàn toàn mang tính cá nhân và có thể không trùng khớp với những ý kiến khác.",-1
hoạt động ngoại khóa làm tăng khả năng tinh thần và thể chất,1
Đúng,1
Không có lượt xem,0
 Không có ý tưởng về các hoạt động ngoại khóa.,0
"Tốt, nó cung cấp một nền tảng tuyệt vời",1
"Tốt, nó cung cấp một nền tảng tuyệt vời",1
"Khi đến với các hoạt động ngoại khóa, nó tốt hơn bất kỳ trường đại học nào khác mà tôi đã từng đến.",1
Tuyệt vời,1
Được rồi,1
 Trường đại học này đứng đầu về các hoạt động ngoại khóa và khuyến khích sinh viên tham gia với mức độ thoải mái.,1
Tốt,1
Tốt,1
Bạn đã làm rất tốt,1
xuất sắc,1
Nó mang lại nhiều cơ hội và sự tiếp xúc,1
Đây thực sự là một điều tốt khi các sự kiện diễn ra thường xuyên ở trường đại học của chúng ta nhưng chúng phải được thông báo sớm để mọi sinh viên chuẩn bị tham gia vì đôi khi chúng ta mới biết về hầu hết các sự kiện khi chúng đã được tiến hành. Vì thế thông báo phải có ở đó.,0
Tốt.,1
Tốt,1
Tốt,1
các hoạt động ngoại khóa được tổ chức ở trường đại học là cần thiết vì nó cung cấp cho sinh viên một nền tảng để họ có thể cải thiện và rèn luyện mình.,1
"Tốt, nó cung cấp một nền tảng tuyệt vời",1
Tốt,1
Họ thực sự rất thú vị. Tất cả học sinh đều thích thú và có cơ hội thể hiện tài năng,1
Tốt,1
Tuyệt vời,1
 nó tốt cho việc giải khát,1
"Điều đáng mừng là những học sinh quan tâm đến các hoạt động ngoại khóa, có được nền tảng tốt",1
Tất cả đều tốt,1
Tốt nhưng thiếu khán giả.....vì chỉ những người tham gia mới có thể xem các hoạt động này khi nghỉ phép,0
Hoàn hảo,1
Mọi hoạt động đều vui vẻ và phù hợp với học sinh,1
rất tốt,1
"Điều đó tốt nhưng vấn đề là bất cứ khi nào ở trường đại học có các chức năng như một Ấn Độ, một thế giới được tổ chức, chúng tôi không được phép tham gia vì chúng tôi phải tham gia các lớp học và nếu chúng tôi bỏ lỡ các lớp học, chúng tôi sẽ mất việc tham dự và mọi người đều biết việc tham dự lpu là rất quan trọng. Cảm ơn",0
 Nên cho cơ hội đi và tận hưởng. Tôi nghĩ nên dừng lại khi có bất kỳ hoạt động nào như One India ở đó để đi và tận hưởng. Nếu không thì mọi thứ đều tốt.,-1
rất tốt,1
nên tổ chức các hoạt động ngoại khóa khi không có lớp cho học sinh tham gia để mọi học sinh đều có thể vui vẻ và tham gia các sự kiện,-1
Tốt,1
Tốt,1
Tốt,1
Tốt,1
Tốt,1
chúng thật tuyệt vời và giúp tăng cường sức chịu đựng của chúng ta.,1
tăng sự tự tin,1
trung bình,0
tốt nhất,1
Tốt,1
Tốt,1
Tốt,1
Được rồi,1
Tốt,1
trung bình,0
hoạt động ngoại khóa tốt.,1
"thì tốt, nhưng giáo viên không xem xét những cái mới.",0
nó tốt,1
các hoạt động ngoại khóa được tổ chức ở trường đại học là tốt.,1
"siêu, các hoạt động ngoại khóa được tổ chức ở trường đại học. Để học sinh đó có thể thể hiện sự nỗ lực trong các lĩnh vực khác.",1
số lượng hoạt động ngoại khóa tốt và phong phú diễn ra,1
Tốt,1
họ tốt nhưng họ nên tiếp xúc với nhiều học sinh hơn và không giống nhau.,0
xuất sắc,1
Tôi không tham gia,0
Tôi không tham gia,0
tất cả đều đủ,1
mọi hoạt động đều tốt,1
Tốt,1
Hơn cả tốt nhất,1
Điểm tối đa của nó và được tổ chức rất hiệu quả trong trường đại học của chúng tôi,1
Tốt,1
cung cấp nền tảng tốt cho sinh viên quan tâm,1
miễn bình luận. Vì khi tham gia bạn sẽ bị xuất hiện lại hoặc tồn đọng và không có thời gian luyện thi,-1
các hoạt động rất hay nhưng không có thời gian cho học sinh tham gia nên không có ích gì,-1
trung bình,0
rất nhiều hoạt động và học sinh được tiếp xúc với các trò chơi.,1
có quá nhiều hoạt động được tiến hành và học sinh có nhiều cơ hội tham gia,1
họ đang diễn ra rất xuất sắc,1
Tốt,1
Tốt,1
Tốt,1
xuất sắc,1
không quan tâm nhiều,0
rất tốt,1
Xuất sắc,1
vì có nhiều bài giảng..chúng tôi không có thời gian để tham gia..,-1
Tốt,1
Trung bình,0
Tốt,1
Tốt,1
Tốt,1
Tốt.,1
rất tốt,1
 tôi cũng muốn tham gia vào các hoạt động đó nhưng tôi không thể tham gia vào các hoạt động đó vì tôi là học sinh ban ngày,-1
Các hoạt động ngoại khóa rất tốt và cung cấp một nền tảng tốt.,1
Tốt,1
 Nó tốt,1
Tốt,1
Tốt,1
Tốt,1
Xuất sắc,1
thật tuyệt,1
tốt nhất,1
hahahah,0
"rất tốt, đó là cơ hội tốt cho nhiều sinh viên",1
có rất nhiều cơ hội cho sinh viên.. tất cả phụ thuộc vào sinh viên về cách họ sử dụng chúng.,1
xuất sắc,1
xuất sắc,1
Tốt,1
 Tốt,1
trung bình,0
Thật xuất sắc.,1
Nghèo,0
 một số trường đại học không tổ chức bất kỳ hoạt động ngoại khóa nào nhưng trường đại học của chúng tôi thực hiện những hoạt động này là điều tốt cho đặc điểm của chúng tôi,1
Tốt,1
NÓ RẤT HỮU ÍCH VÀ CHÚNG TA CÓ THỂ THAM GIA VÌ LỢI ÍCH CỦA MÌNH,1
rất tốt,1
xuất sắc,1
"Khá nhiều sự kiện được tổ chức và học sinh có sự phát triển toàn diện, đó là một điều tốt.",1
rất tốt,1
Các hoạt động không đạt được mục đích như quảng cáo.,-1
rất tốt,1
 Tốt,1
 Xuất sắc,1
Tốt nhưng chúng tôi không có đủ thời gian để tham gia các hoạt động đó,0
không thiên vị,1
LPU tạo cơ hội tốt nhất cho sinh viên thể hiện tài năng của mình.,1
những điều này rất hữu ích cho sinh viên. Tuyệt vời,1
"có rất nhiều hoạt động ngoại khóa được tổ chức ở trường đại học nhưng rất nhiều trong số đó chúng tôi không biết đến, vấn đề là không có quảng cáo nào được xem cho chúng tôi, xếp hạng của tôi là 3/5",0
những thứ này rất hữu ích cho học sinh trong hoạt động thể chất và nâng cao kiến thức,1
Tốt,1
 Đôi khi gánh nặng học tập đến mức chúng tôi không thể tham gia vào các hoạt động này ...nên có một hoạt động bắt buộc đối với mỗi học sinh như tất cả các khóa học khác,-1
xuất sắc,1
